t, u1,u2,u3,u4,x,y,theta,xp,yp,thetap,xt,yt,thetat,xtp,ytp,theatp,xgp,ygp,thetagp,xd,yd,thetad,xpd,ypd,thetaph,xppd,yppd,thetappd;
66.454,6.141,-4.987,1.184,-0.030,-0.377,-0.326,41.584,0.182,-0.182,0.805, 0.072,-0.070, 1.741, 0.045, 0.040,-0.427, 0.204,-0.232, 1.055,-0.305,-0.396,43.325, 0.249,-0.192, 0.628, 0.060, 0.078, 0.000;
66.467,5.017,-6.208,-0.066,-1.126,-0.375,-0.326,41.616,0.178,0.000,2.498, 0.073,-0.072, 1.717,-0.079,-0.085,-0.561, 0.330,-0.105, 1.189,-0.302,-0.398,43.333, 0.250,-0.190, 0.628, 0.060, 0.079, 0.000;
66.479,6.281,-4.902,1.415,-0.036,-0.373,-0.328,41.616,0.188,-0.188,0.000, 0.073,-0.072, 1.725, 0.041, 0.037,-0.440, 0.211,-0.225, 1.068,-0.299,-0.401,43.341, 0.252,-0.188, 0.628, 0.059, 0.079, 0.000;
66.491,5.233,-6.130,0.215,-1.112,-0.371,-0.328,41.647,0.180,0.000,2.483, 0.074,-0.075, 1.702,-0.081,-0.087,-0.571, 0.334,-0.099, 1.200,-0.296,-0.403,43.348, 0.253,-0.186, 0.628, 0.058, 0.080, 0.000;
66.503,6.472,-4.757,1.666,0.049,-0.368,-0.330,41.657,0.186,-0.186,0.877, 0.075,-0.075, 1.699, 0.041, 0.036,-0.694, 0.214,-0.220, 1.322,-0.293,-0.405,43.356, 0.255,-0.184, 0.628, 0.058, 0.080, 0.000;
66.515,5.278,-5.930,0.612,-1.264,-0.366,-0.330,41.678,0.181,0.000,1.670, 0.076,-0.077, 1.686,-0.081,-0.087,-0.820, 0.337,-0.095, 1.449,-0.290,-0.407,43.364, 0.256,-0.182, 0.628, 0.057, 0.080, 0.000;
66.529,6.465,-4.583,1.974,-0.091,-0.364,-0.333,41.678,0.168,-0.168,0.000, 0.077,-0.077, 1.694, 0.054, 0.048,-0.680, 0.204,-0.228, 1.308,-0.287,-0.410,43.372, 0.257,-0.180, 0.628, 0.057, 0.081, 0.000;
66.532,5.344,-6.090,0.678,-1.424,-0.362,-0.333,41.698,0.714,0.000,6.569, 0.076,-0.078, 1.676, 0.023, 0.017,-0.648, 0.235,-0.197, 1.277,-0.286,-0.410,43.374, 0.258,-0.180, 0.628, 0.056, 0.081, 0.000;
66.543,5.711,-5.610,1.070,-0.969,-0.359,-0.333,41.719,0.197,0.000,1.809, 0.077,-0.080, 1.662,-0.090,-0.096,-0.767, 0.349,-0.082, 1.395,-0.283,-0.412,43.381, 0.259,-0.178, 0.628, 0.056, 0.081, 0.000;
66.565,6.784,-4.217,2.312,0.255,-0.357,-0.335,41.739,0.102,-0.102,0.933, 0.080,-0.081, 1.656, 0.133, 0.128,-0.996, 0.128,-0.302, 1.625,-0.277,-0.416,43.395, 0.261,-0.174, 0.628, 0.055, 0.082, 0.000;
66.568,4.788,-6.694,0.580,-2.486,-0.355,-0.335,41.748,0.692,0.000,2.765, 0.079,-0.082, 1.649, 0.101, 0.095,-0.961, 0.161,-0.269, 1.590,-0.276,-0.417,43.397, 0.262,-0.174, 0.628, 0.055, 0.082, 0.000;
66.579,5.111,-6.270,0.887,-2.047,-0.353,-0.337,41.750,0.200,-0.200,0.225, 0.079,-0.082, 1.653,-0.010,-0.016,-0.840, 0.273,-0.156, 1.468,-0.273,-0.419,43.404, 0.263,-0.172, 0.628, 0.054, 0.083, 0.000;
66.601,6.233,-5.002,1.867,-0.635,-0.350,-0.337,41.780,0.101,0.000,1.321, 0.083,-0.085, 1.638, 0.214,-0.234,-0.618, 0.052, 0.066, 1.246,-0.268,-0.422,43.418, 0.265,-0.168, 0.628, 0.053, 0.083, 0.000;
66.614,9.079,-7.039,4.526,-2.485,-0.348,-0.339,41.791,0.179,-0.179,0.941, 0.084,-0.085, 1.634, 0.090,-0.105,-0.484, 0.177,-0.061, 1.113,-0.264,-0.424,43.426, 0.267,-0.166, 0.628, 0.052, 0.084, 0.000;
66.626,7.659,-6.128,2.976,-1.446,-0.346,-0.341,41.791,0.184,-0.184,0.000, 0.085,-0.085, 1.642, 0.213, 0.019,-0.351, 0.055,-0.183, 0.979,-0.261,-0.426,43.433, 0.268,-0.164, 0.628, 0.052, 0.084, 0.000;
66.638,6.712,-7.683,1.864,-2.834,-0.341,-0.344,41.791,0.369,-0.184,0.000, 0.084,-0.085, 1.650, 0.091,-0.101,-0.216, 0.178,-0.061, 0.844,-0.258,-0.428,43.441, 0.269,-0.162, 0.628, 0.051, 0.085, 0.000;
66.650,7.835,-6.199,2.819,-1.183,-0.339,-0.344,41.811,0.189,0.000,1.714, 0.085,-0.087, 1.637, 0.210,-0.217,-0.093, 0.060, 0.057, 0.722,-0.255,-0.430,43.448, 0.270,-0.160, 0.628, 0.050, 0.085, 0.000;
66.663,9.341,-7.234,4.236,-2.130,-0.337,-0.346,41.811,0.177,-0.177,0.000, 0.086,-0.086, 1.645, 0.084,-0.087, 0.040, 0.187,-0.071, 0.589,-0.251,-0.432,43.456, 0.272,-0.158, 0.628, 0.050, 0.085, 0.000;
66.675,7.946,-6.300,2.675,-1.030,-0.335,-0.348,41.824,0.173,-0.173,0.932, 0.087,-0.086, 1.641, 0.215, 0.045, 0.171, 0.058,-0.200, 0.458,-0.248,-0.434,43.464, 0.273,-0.156, 0.628, 0.049, 0.086, 0.000;
66.678,7.073,-7.889,1.676,-2.492,-0.333,-0.350,41.844,0.825,-0.825,7.447, 0.086,-0.084, 1.622, 0.188, 0.018, 0.142, 0.085,-0.173, 0.486,-0.247,-0.435,43.466, 0.273,-0.155, 0.628, 0.049, 0.086, 0.000;
66.690,7.082,-7.528,1.774,-2.219,-0.328,-0.353,41.832,0.390,-0.195,-1.061, 0.084,-0.084, 1.642, 0.072, 0.135, 0.258, 0.202,-0.289, 0.371,-0.244,-0.437,43.473, 0.274,-0.153, 0.628, 0.048, 0.086, 0.000;
66.711,5.792,-6.626,0.300,-1.134,-0.326,-0.355,41.844,0.102,-0.102,0.558, 0.088,-0.085, 1.643, 0.292,-0.080, 0.034,-0.016,-0.069, 0.595,-0.238,-0.440,43.487, 0.276,-0.149, 0.628, 0.047, 0.087, 0.000;
66.724,8.428,-8.283,3.168,-3.024,-0.324,-0.357,41.856,0.177,-0.176,0.977, 0.089,-0.085, 1.639, 0.420, 0.049,-0.094,-0.143,-0.196, 0.722,-0.234,-0.442,43.495, 0.278,-0.147, 0.628, 0.046, 0.087, 0.000;
66.736,7.428,-9.782,2.317,-4.671,-0.319,-0.357,41.864,0.373,0.000,0.637, 0.088,-0.086, 1.639, 0.298,-0.070, 0.026,-0.020,-0.075, 0.602,-0.231,-0.443,43.502, 0.279,-0.145, 0.628, 0.046, 0.088, 0.000;
66.748,8.503,-8.229,3.266,-2.992,-0.317,-0.359,41.876,0.185,-0.185,1.032, 0.089,-0.086, 1.634, 0.178, 0.054,-0.097, 0.102,-0.197, 0.725,-0.228,-0.445,43.510, 0.280,-0.143, 0.628, 0.045, 0.088, 0.000;
66.760,6.851,-7.391,1.759,-2.299,-0.312,-0.362,41.864,0.368,-0.184,-1.025, 0.088,-0.085, 1.654, 0.056,-0.066, 0.034, 0.225,-0.075, 0.594,-0.224,-0.447,43.517, 0.281,-0.141, 0.628, 0.044, 0.088, 0.000;
66.772,7.846,-5.912,2.552,-0.618,-0.310,-0.364,41.876,0.190,-0.190,1.061, 0.089,-0.085, 1.649, 0.175, 0.054, 0.155, 0.107,-0.193, 0.474,-0.221,-0.449,43.525, 0.282,-0.139, 0.628, 0.044, 0.089, 0.000;
66.785,7.044,-7.449,1.638,-2.044,-0.306,-0.366,41.883,0.352,-0.176,0.579, 0.089,-0.084, 1.649, 0.047,-0.071, 0.282, 0.236,-0.066, 0.346,-0.217,-0.450,43.533, 0.283,-0.136, 0.628, 0.043, 0.089, 0.000;
66.797,8.013,-5.852,2.470,-0.309,-0.304,-0.368,41.896,0.187,-0.187,1.047, 0.090,-0.084, 1.644, 0.169, 0.052, 0.159, 0.115,-0.186, 0.469,-0.214,-0.452,43.540, 0.284,-0.134, 0.628, 0.042, 0.089, 0.000;
66.808,7.061,-7.344,1.664,-1.947,-0.299,-0.371,41.896,0.376,-0.188,0.000, 0.089,-0.083, 1.652, 0.049,-0.065, 0.279, 0.236,-0.067, 0.349,-0.210,-0.454,43.548, 0.285,-0.132, 0.628, 0.042, 0.090, 0.000;
66.821,7.913,-5.902,2.366,-0.355,-0.295,-0.373,41.896,0.350,-0.175,0.000, 0.088,-0.082, 1.660,-0.078, 0.066, 0.409, 0.364,-0.195, 0.219,-0.207,-0.455,43.556, 0.286,-0.130, 0.628, 0.041, 0.090, 0.000;
66.834,6.331,-5.097,0.620,0.613,-0.292,-0.377,41.889,0.180,-0.361,-0.585, 0.089,-0.080, 1.675, 0.048, 0.192, 0.539, 0.239,-0.320, 0.090,-0.203,-0.457,43.564, 0.287,-0.128, 0.628, 0.040, 0.090, 0.000;
66.846,5.445,-6.818,-0.451,-0.923,-0.288,-0.379,41.896,0.371,-0.186,0.602, 0.088,-0.079, 1.675,-0.072, 0.073, 0.659, 0.360,-0.198,-0.031,-0.200,-0.458,43.571, 0.288,-0.126, 0.628, 0.039, 0.090, 0.000;
66.858,6.302,-5.357,0.278,0.668,-0.283,-0.382,41.896,0.371,-0.186,0.000, 0.087,-0.078, 1.683, 0.049, 0.196, 0.780, 0.240,-0.319,-0.151,-0.196,-0.460,43.579, 0.289,-0.123, 0.628, 0.039, 0.091, 0.000;
66.870,5.468,-6.910,-0.707,-0.734,-0.279,-0.384,41.896,0.361,-0.181,0.000, 0.086,-0.077, 1.691,-0.074, 0.073, 0.655, 0.364,-0.194,-0.027,-0.193,-0.461,43.586, 0.290,-0.121, 0.628, 0.038, 0.091, 0.000;
66.882,6.231,-5.296,0.162,0.774,-0.275,-0.388,41.896,0.360,-0.360,0.000, 0.085,-0.074, 1.698, 0.051, 0.201, 0.531, 0.240,-0.320, 0.097,-0.189,-0.463,43.594, 0.291,-0.119, 0.628, 0.037, 0.091, 0.000;
66.894,5.138,-6.802,-0.823,-0.840,-0.272,-0.391,41.896,0.186,-0.186,0.000, 0.087,-0.074, 1.706, 0.172, 0.082, 0.651, 0.119,-0.198,-0.023,-0.186,-0.464,43.602, 0.292,-0.117, 0.628, 0.037, 0.092, 0.000;
66.907,6.679,-7.796,0.565,-1.683,-0.268,-0.395,41.896,0.362,-0.362,0.000, 0.086,-0.071, 1.714, 0.048, 0.209, 0.775, 0.244,-0.323,-0.147,-0.182,-0.466,43.610, 0.293,-0.114, 0.628, 0.036, 0.092, 0.000;
66.920,5.051,-7.010,-1.218,-0.741,-0.263,-0.397,41.896,0.350,-0.175,0.000, 0.085,-0.070, 1.722,-0.078, 0.082, 0.647, 0.372,-0.194,-0.019,-0.178,-0.467,43.618, 0.293,-0.112, 0.628, 0.035, 0.092, 0.000;
66.931,5.842,-5.361,-0.317,0.798,-0.259,-0.402,41.896,0.375,-0.375,0.000, 0.084,-0.067, 1.729, 0.042, 0.205, 0.528, 0.253,-0.315, 0.101,-0.175,-0.468,43.625, 0.294,-0.110, 0.628, 0.035, 0.092, 0.000;
66.944,4.799,-6.792,-1.257,-0.736,-0.257,-0.406,41.902,0.182,-0.364,0.455, 0.085,-0.064, 1.731, 0.166, 0.085, 0.403, 0.130,-0.192, 0.226,-0.171,-0.470,43.633, 0.295,-0.108, 0.628, 0.034, 0.093, 0.000;
66.956,6.164,-7.672,0.234,-1.741,-0.252,-0.408,41.909,0.351,-0.176,0.561, 0.085,-0.063, 1.732, 0.038,-0.041, 0.272, 0.258,-0.065, 0.356,-0.167,-0.471,43.641, 0.296,-0.105, 0.628, 0.033, 0.093, 0.000;
66.968,6.864,-6.044,1.069,-0.249,-0.248,-0.413,41.896,0.372,-0.372,-1.058, 0.084,-0.059, 1.752,-0.082, 0.084, 0.399, 0.379,-0.187, 0.229,-0.164,-0.472,43.648, 0.297,-0.103, 0.628, 0.032, 0.093, 0.000;
66.980,5.289,-5.315,-0.705,0.679,-0.243,-0.415,41.896,0.384,-0.192,0.000, 0.083,-0.058, 1.760,-0.197,-0.031, 0.521, 0.495,-0.070, 0.108,-0.160,-0.474,43.656, 0.298,-0.101, 0.628, 0.032, 0.093, 0.000;
66.992,6.122,-3.889,-0.025,2.257,-0.241,-0.420,41.909,0.183,-0.366,1.041, 0.084,-0.055, 1.755,-0.073, 0.096, 0.396, 0.371,-0.194, 0.232,-0.157,-0.475,43.663, 0.298,-0.099, 0.628, 0.031, 0.094, 0.000;
67.004,5.023,-5.498,-0.975,0.501,-0.237,-0.422,41.896,0.367,-0.183,-1.043, 0.083,-0.054, 1.775,-0.195,-0.024, 0.524, 0.494,-0.072, 0.104,-0.153,-0.476,43.671, 0.299,-0.096, 0.628, 0.030, 0.094, 0.000;
67.016,5.909,-4.072,-0.290,2.127,-0.232,-0.426,41.896,0.380,-0.380,0.000, 0.082,-0.051, 1.782,-0.075, 0.097, 0.646, 0.375,-0.191,-0.018,-0.150,-0.477,43.678, 0.300,-0.094, 0.628, 0.030, 0.094, 0.000;
67.028,5.003,-5.609,-1.348,0.742,-0.230,-0.429,41.909,0.186,-0.186,1.059, 0.084,-0.050, 1.777, 0.046,-0.021, 0.522, 0.254,-0.071, 0.106,-0.146,-0.478,43.686, 0.300,-0.092, 0.628, 0.029, 0.094, 0.000;
67.040,6.383,-6.448,0.180,-0.244,-0.225,-0.433,41.909,0.377,-0.377,0.000, 0.083,-0.046, 1.785,-0.073, 0.102, 0.403, 0.374,-0.191, 0.226,-0.143,-0.479,43.693, 0.301,-0.090, 0.628, 0.028, 0.095, 0.000;
67.052,4.658,-5.592,-1.443,0.508,-0.221,-0.435,41.909,0.361,-0.181,0.000, 0.082,-0.045, 1.792, 0.052,-0.020, 0.527, 0.250,-0.068, 0.102,-0.139,-0.480,43.701, 0.302,-0.087, 0.628, 0.027, 0.095, 0.000;
67.066,6.250,-6.478,-0.007,-0.221,-0.219,-0.440,41.922,0.169,-0.337,0.973, 0.084,-0.042, 1.788, 0.185, 0.117, 0.389, 0.117,-0.202, 0.240,-0.135,-0.481,43.709, 0.303,-0.085, 0.628, 0.027, 0.095, 0.000;
67.078,5.056,-8.227,-1.040,-2.132,-0.214,-0.442,41.909,0.361,-0.180,-1.042, 0.083,-0.041, 1.808, 0.061,-0.005, 0.517, 0.243,-0.078, 0.111,-0.131,-0.483,43.717, 0.303,-0.082, 0.628, 0.026, 0.095, 0.000;
67.090,5.955,-6.744,-0.343,-0.446,-0.210,-0.444,41.916,0.371,-0.185,0.577, 0.082,-0.039, 1.809,-0.059, 0.119, 0.397, 0.363,-0.199, 0.231,-0.127,-0.484,43.725, 0.304,-0.080, 0.628, 0.025, 0.095, 0.000;
67.102,4.304,-5.850,-1.868,0.322,-0.208,-0.449,41.922,0.184,-0.368,0.489, 0.084,-0.036, 1.811, 0.064, 0.244, 0.273, 0.241,-0.321, 0.355,-0.124,-0.484,43.732, 0.304,-0.078, 0.628, 0.024, 0.096, 0.000;
67.114,3.276,-7.445,-2.770,-1.398,-0.203,-0.451,41.922,0.368,-0.184,0.000, 0.083,-0.035, 1.818,-0.058, 0.123, 0.396, 0.363,-0.199, 0.232,-0.120,-0.485,43.740, 0.305,-0.075, 0.628, 0.024, 0.096, 0.000;
67.127,4.110,-5.969,-2.090,0.231,-0.199,-0.453,41.928,0.350,-0.175,0.535, 0.083,-0.033, 1.820, 0.070, 0.254, 0.267, 0.235,-0.327, 0.362,-0.116,-0.486,43.748, 0.306,-0.073, 0.628, 0.023, 0.096, 0.000;
67.139,3.113,-7.525,-2.955,-1.458,-0.196,-0.455,41.928,0.184,-0.184,0.000, 0.084,-0.032, 1.827, 0.192, 0.134, 0.389, 0.114,-0.205, 0.239,-0.112,-0.487,43.756, 0.306,-0.071, 0.628, 0.022, 0.096, 0.000;
67.151,4.672,-8.492,-1.550,-2.271,-0.192,-0.458,41.928,0.379,-0.189,0.000, 0.083,-0.030, 1.835, 0.073, 0.254, 0.509, 0.233,-0.323, 0.119,-0.109,-0.488,43.763, 0.307,-0.068, 0.628, 0.021, 0.096, 0.000;
67.163,3.130,-7.767,-3.242,-1.395,-0.187,-0.462,41.922,0.377,-0.377,-0.576, 0.082,-0.027, 1.849,-0.045, 0.375, 0.633, 0.352,-0.441,-0.004,-0.105,-0.489,43.770, 0.307,-0.066, 0.628, 0.021, 0.096, 0.000;
67.175,1.616,-7.112,-4.933,-0.564,-0.185,-0.464,41.941,0.179,-0.179,1.586, 0.084,-0.025, 1.837, 0.081, 0.252, 0.501, 0.226,-0.315, 0.128,-0.101,-0.490,43.778, 0.308,-0.064, 0.628, 0.020, 0.097, 0.000;
67.188,3.071,-7.933,-3.299,-1.562,-0.181,-0.466,41.941,0.364,-0.182,0.000, 0.083,-0.024, 1.845,-0.042, 0.131, 0.375, 0.350,-0.192, 0.253,-0.098,-0.490,43.786, 0.308,-0.061, 0.628, 0.019, 0.097, 0.000;
67.200,3.718,-6.308,-2.544,-0.046,-0.176,-0.469,41.941,0.362,-0.181,0.000, 0.083,-0.022, 1.852, 0.082, 0.257, 0.251, 0.226,-0.316, 0.377,-0.094,-0.491,43.794, 0.309,-0.059, 0.628, 0.019, 0.097, 0.000;
67.212,2.867,-7.837,-3.288,-1.682,-0.174,-0.471,41.961,0.177,-0.177,1.550, 0.084,-0.021, 1.841, 0.209, 0.133, 0.117, 0.100,-0.189, 0.511,-0.090,-0.492,43.802, 0.309,-0.056, 0.628, 0.018, 0.097, 0.000;
67.224,4.307,-8.638,-1.669,-2.661,-0.170,-0.475,41.954,0.374,-0.374,-0.537, 0.083,-0.017, 1.855, 0.088, 0.256, 0.238, 0.221,-0.310, 0.390,-0.086,-0.493,43.809, 0.309,-0.054, 0.628, 0.017, 0.097, 0.000;
67.237,2.659,-7.996,-3.490,-1.847,-0.167,-0.478,41.954,0.180,-0.180,0.000, 0.085,-0.016, 1.863, 0.213, 0.133, 0.365, 0.096,-0.185, 0.263,-0.082,-0.493,43.817, 0.310,-0.052, 0.628, 0.016, 0.097, 0.000;
67.250,4.311,-8.950,-1.997,-2.641,-0.163,-0.480,41.961,0.344,-0.172,0.493, 0.085,-0.014, 1.864, 0.082, 0.266, 0.235, 0.228,-0.315, 0.393,-0.078,-0.494,43.825, 0.310,-0.049, 0.628, 0.015, 0.097, 0.000;
67.262,2.568,-8.085,-3.608,-1.909,-0.161,-0.480,41.980,0.187,0.000,1.611, 0.086,-0.015, 1.853, 0.203, 0.147, 0.108, 0.108,-0.193, 0.520,-0.075,-0.494,43.833, 0.311,-0.047, 0.628, 0.015, 0.098, 0.000;
67.275,4.079,-8.774,-1.925,-2.770,-0.156,-0.482,41.980,0.349,-0.175,0.000, 0.086,-0.013, 1.861, 0.073, 0.277,-0.021, 0.238,-0.321, 0.649,-0.071,-0.495,43.841, 0.311,-0.044, 0.628, 0.014, 0.098, 0.000;
67.279,2.327,-7.962,-3.566,-2.069,-0.154,-0.484,41.993,0.564,-0.564,3.328, 0.085,-0.011, 1.850, 0.113, 0.238,-0.061, 0.198,-0.282, 0.690,-0.069,-0.495,43.843, 0.311,-0.044, 0.628, 0.014, 0.098, 0.000;
67.289,2.702,-8.149,-3.114,-2.333,-0.150,-0.487,41.993,0.423,-0.211,0.000, 0.083,-0.009, 1.856, 0.006, 0.346,-0.168, 0.305,-0.387, 0.796,-0.066,-0.496,43.850, 0.311,-0.042, 0.628, 0.013, 0.098, 0.000;
67.311,1.198,-7.481,-4.526,-1.757,-0.147,-0.489,42.001,0.102,-0.102,0.343, 0.088,-0.008, 1.863, 0.227, 0.129, 0.051, 0.085,-0.167, 0.577,-0.059,-0.496,43.864, 0.312,-0.037, 0.628, 0.012, 0.098, 0.000;
67.323,4.225,-9.079,-1.752,-3.102,-0.143,-0.489,42.007,0.369,0.000,0.482, 0.087,-0.008, 1.865, 0.105, 0.010, 0.177, 0.207,-0.044, 0.451,-0.055,-0.497,43.871, 0.312,-0.035, 0.628, 0.011, 0.098, 0.000;
67.336,5.024,-7.495,-1.091,-1.379,-0.141,-0.491,42.020,0.176,-0.176,1.066, 0.089,-0.006, 1.859, 0.232, 0.140, 0.049, 0.080,-0.172, 0.579,-0.052,-0.497,43.879, 0.312,-0.032, 0.628, 0.010, 0.098, 0.000;
67.340,4.218,-9.200,-1.745,-3.238,-0.136,-0.491,42.026,1.041,0.000,1.287, 0.086,-0.006, 1.856, 0.189, 0.097, 0.093, 0.124,-0.129, 0.536,-0.050,-0.497,43.882, 0.313,-0.032, 0.628, 0.010, 0.098, 0.000;
67.350,4.383,-8.527,-1.616,-2.528,-0.132,-0.493,42.020,0.430,-0.215,-0.532, 0.085,-0.005, 1.868, 0.083, 0.203, 0.200, 0.230,-0.233, 0.429,-0.047,-0.498,43.888, 0.313,-0.029, 0.628, 0.009, 0.098, 0.000;
67.372,3.058,-8.008,-3.093,-1.857,-0.129,-0.493,42.039,0.102,0.000,0.867, 0.089,-0.005, 1.863,-0.137,-0.014,-0.028, 0.450,-0.011, 0.657,-0.040,-0.498,43.902, 0.313,-0.025, 0.628, 0.008, 0.098, 0.000;
67.377,4.169,-5.136,-1.724,0.757,-0.125,-0.496,42.048,0.936,-0.468,1.765, 0.086,-0.003, 1.858,-0.088, 0.035, 0.020, 0.401,-0.060, 0.609,-0.039,-0.499,43.905, 0.313,-0.024, 0.628, 0.008, 0.098, 0.000;
67.387,3.810,-5.718,-2.116,0.209,-0.121,-0.496,42.053,0.448,0.000,0.524, 0.085,-0.003, 1.859,-0.188, 0.137,-0.080, 0.501,-0.160, 0.709,-0.035,-0.499,43.911, 0.313,-0.022, 0.628, 0.007, 0.098, 0.000;
67.409,2.421,-5.124,-3.402,0.699,-0.118,-0.496,42.067,0.102,0.000,0.628, 0.090,-0.004, 1.859, 0.035,-0.079,-0.306, 0.279, 0.061, 0.934,-0.029,-0.499,43.925, 0.314,-0.018, 0.628, 0.006, 0.099, 0.000;
67.421,5.337,-6.273,-0.248,-0.688,-0.114,-0.498,42.067,0.359,-0.180,0.000, 0.089,-0.002, 1.866,-0.090, 0.050,-0.173, 0.403,-0.065, 0.801,-0.025,-0.499,43.933, 0.314,-0.016, 0.628, 0.005, 0.099, 0.000;
67.424,3.619,-5.792,-2.132,-0.042,-0.109,-0.498,42.067,1.587,0.000,0.000, 0.086,-0.002, 1.868,-0.061, 0.022,-0.142, 0.375,-0.037, 0.770,-0.024,-0.499,43.935, 0.314,-0.015, 0.628, 0.005, 0.099, 0.000;
67.436,4.041,-5.772,-1.747,0.017,-0.107,-0.498,42.099,0.195,0.000,2.841, 0.087,-0.002, 1.843,-0.176,-0.091,-0.262, 0.490, 0.078, 0.890,-0.020,-0.500,43.942, 0.314,-0.013, 0.628, 0.004, 0.099, 0.000;
67.458,4.452,-4.167,-1.129,1.414,-0.103,-0.498,42.099,0.203,0.000,0.000, 0.089,-0.002, 1.857, 0.045, 0.134,-0.039, 0.269,-0.143, 0.667,-0.013,-0.500,43.956, 0.314,-0.008, 0.628, 0.003, 0.099, 0.000;
67.462,3.726,-7.403,-2.135,-1.541,-0.098,-0.498,42.117,1.123,0.000,4.591, 0.086,-0.002, 1.841, 0.085, 0.095,-0.079, 0.229,-0.102, 0.707,-0.012,-0.500,43.958, 0.314,-0.008, 0.628, 0.002, 0.099, 0.000;
67.472,4.219,-7.381,-1.549,-1.612,-0.096,-0.498,42.131,0.204,0.000,1.276, 0.087,-0.002, 1.834,-0.025,-0.013,-0.194, 0.339, 0.008, 0.822,-0.009,-0.500,43.965, 0.314,-0.005, 0.628, 0.002, 0.099, 0.000;
67.494,4.591,-5.855,-1.033,-0.230,-0.092,-0.498,42.131,0.206,0.000,0.000, 0.090,-0.002, 1.847,-0.242, 0.209, 0.025, 0.556,-0.210, 0.603,-0.002,-0.500,43.979, 0.314,-0.001, 0.628, 0.000, 0.099, 0.000;
67.506,1.792,-5.263,-4.108,0.637,-0.087,-0.498,42.145,0.366,0.000,1.153, 0.089,-0.002, 1.841,-0.118, 0.088, 0.147, 0.432,-0.086, 0.481, 0.002,-0.500,43.986, 0.314, 0.001, 0.628,-0.000, 0.099, 0.000;
67.518,3.517,-5.772,-2.492,0.237,-0.083,-0.498,42.145,0.385,0.000,0.000, 0.088,-0.002, 1.848,-0.002,-0.026, 0.266, 0.316, 0.030, 0.362, 0.006,-0.500,43.994, 0.314, 0.004, 0.628,-0.001, 0.099, 0.000;
67.530,5.193,-6.232,-0.965,-0.074,-0.080,-0.498,42.159,0.180,0.000,1.141, 0.090,-0.002, 1.842, 0.123, 0.101, 0.139, 0.191,-0.095, 0.490, 0.010,-0.500,44.001, 0.314, 0.006, 0.628,-0.002, 0.099, 0.000;
67.542,4.759,-7.927,-1.244,-1.924,-0.076,-0.498,42.174,0.382,0.000,1.221, 0.089,-0.002, 1.835, 0.005,-0.014, 0.016, 0.310, 0.023, 0.612, 0.013,-0.500,44.009, 0.314, 0.008, 0.628,-0.003, 0.099, 0.000;
67.555,5.032,-6.200,-0.819,-0.349,-0.071,-0.498,42.174,0.348,0.000,0.000, 0.089,-0.002, 1.843,-0.124, 0.117, 0.145, 0.438,-0.106, 0.483, 0.017,-0.500,44.017, 0.314, 0.011, 0.628,-0.003, 0.099, 0.000;
67.567,3.373,-5.841,-2.640,0.173,-0.069,-0.498,42.202,0.188,0.000,2.429, 0.090,-0.002, 1.822,-0.004,-0.000, 0.016, 0.318, 0.013, 0.612, 0.021,-0.500,44.024, 0.314, 0.013, 0.628,-0.004, 0.099, 0.000;
67.578,4.950,-6.164,-0.859,-0.355,-0.065,-0.498,42.202,0.385,0.000,0.000, 0.089,-0.002, 1.829,-0.121, 0.118,-0.103, 0.435,-0.103, 0.732, 0.025,-0.499,44.032, 0.314, 0.015, 0.628,-0.005, 0.099, 0.000;
67.590,3.278,-5.743,-2.427,-0.038,-0.060,-0.496,42.220,0.380,0.190,1.479, 0.089,-0.004, 1.819,-0.003, 0.001,-0.227, 0.317, 0.016, 0.855, 0.028,-0.499,44.039, 0.314, 0.018, 0.628,-0.006, 0.099, 0.000;
67.602,4.940,-5.879,-0.603,-0.336,-0.058,-0.496,42.234,0.191,0.000,1.232, 0.090,-0.003, 1.812, 0.114, 0.121,-0.349, 0.199,-0.101, 0.978, 0.032,-0.499,44.046, 0.314, 0.020, 0.628,-0.006, 0.098, 0.000;
67.614,4.645,-7.491,-0.745,-2.101,-0.054,-0.496,42.249,0.373,0.000,1.212, 0.089,-0.003, 1.805,-0.007, 0.003,-0.474, 0.320, 0.019, 1.102, 0.036,-0.499,44.054, 0.313, 0.022, 0.628,-0.007, 0.098, 0.000;
67.626,4.803,-5.703,-0.433,-0.467,-0.049,-0.493,42.251,0.362,0.181,0.191, 0.089,-0.005, 1.810, 0.117,-0.118,-0.348, 0.197, 0.143, 0.976, 0.040,-0.498,44.062, 0.313, 0.025, 0.628,-0.008, 0.098, 0.000;
67.639,6.739,-5.891,1.352,-0.504,-0.047,-0.493,42.278,0.169,0.000,2.037, 0.091,-0.005, 1.792, 0.248, 0.017,-0.486, 0.065, 0.010, 1.114, 0.044,-0.498,44.070, 0.313, 0.027, 0.628,-0.009, 0.098, 0.000;
67.654,6.403,-7.741,1.221,-2.560,-0.042,-0.491,42.280,0.307,0.153,0.133, 0.091,-0.007, 1.799, 0.100,-0.127,-0.337, 0.212, 0.158, 0.965, 0.048,-0.498,44.079, 0.313, 0.030, 0.628,-0.010, 0.098, 0.000;
