t, u1,u2,u3,u4,x,y,theta,xp,yp,thetap,xt,yt,thetat,xtp,ytp,theatp,xgp,ygp,thetagp,xd,yd,thetad,xpd,ypd,thetaph,xppd,yppd,thetappd;
65.241,6.122,-5.198,0.709,0.215,-0.469, 0.016,40.885,-0.189,-0.378,0.054,-0.026,-0.091, 1.678, 0.183, 0.094, 0.215,-0.135,-0.404, 0.413,-0.494,-0.075,42.563, 0.047,-0.311, 0.628, 0.098, 0.015, 0.000;
65.253,4.377,-5.436,-1.186,0.127,-0.469, 0.011,40.885,0.000,-0.359,0.000,-0.025,-0.090, 1.686, 0.060,-0.031, 0.344,-0.010,-0.280, 0.284,-0.494,-0.079,42.571, 0.050,-0.310, 0.628, 0.097, 0.016, 0.000;
65.265,6.221,-5.398,0.496,0.327,-0.471, 0.009,40.899,-0.192,-0.192,1.259,-0.022,-0.092, 1.679, 0.180,-0.147, 0.225,-0.128,-0.162, 0.403,-0.493,-0.083,42.578, 0.052,-0.310, 0.628, 0.097, 0.016, 0.000;
65.277,6.185,-7.143,0.610,-1.568,-0.473, 0.004,40.899,-0.186,-0.373,0.000,-0.019,-0.091, 1.686, 0.302,-0.026, 0.346,-0.248,-0.284, 0.283,-0.492,-0.087,42.586, 0.054,-0.309, 0.628, 0.097, 0.017, 0.000;
65.289,4.478,-7.372,-1.249,-1.645,-0.473, 0.002,40.913,0.000,-0.183,1.116,-0.019,-0.093, 1.680, 0.182,-0.148, 0.219,-0.125,-0.161, 0.409,-0.492,-0.090,42.593, 0.057,-0.309, 0.628, 0.097, 0.018, 0.000;
65.301,6.161,-7.246,0.587,-1.672,-0.475,-0.002,40.914,-0.183,-0.366,0.087,-0.016,-0.092, 1.687, 0.307,-0.024, 0.097,-0.248,-0.285, 0.532,-0.491,-0.094,42.601, 0.059,-0.309, 0.628, 0.097, 0.019, 0.000;
65.313,4.228,-7.405,-1.237,-1.940,-0.478,-0.007,40.914,-0.193,-0.386,0.000,-0.013,-0.091, 1.694, 0.193, 0.092, 0.215,-0.132,-0.400, 0.413,-0.490,-0.098,42.608, 0.061,-0.308, 0.628, 0.097, 0.019, 0.000;
65.324,4.096,-5.896,-1.518,-0.282,-0.478,-0.009,40.927,0.000,-0.203,1.211,-0.012,-0.092, 1.688, 0.085,-0.018, 0.102,-0.021,-0.289, 0.526,-0.490,-0.101,42.615, 0.064,-0.308, 0.628, 0.097, 0.020, 0.000;
65.335,5.606,-5.758,0.133,-0.284,-0.480,-0.013,40.929,-0.203,-0.405,0.115,-0.009,-0.091, 1.693, 0.198, 0.093, 0.213,-0.132,-0.400, 0.415,-0.489,-0.104,42.622, 0.066,-0.307, 0.628, 0.097, 0.021, 0.000;
65.346,4.006,-6.030,-1.603,-0.420,-0.482,-0.016,40.943,-0.197,-0.197,1.284,-0.006,-0.092, 1.686, 0.314,-0.021, 0.095,-0.246,-0.286, 0.533,-0.488,-0.108,42.629, 0.068,-0.307, 0.628, 0.096, 0.021, 0.000;
65.358,4.043,-7.725,-1.418,-2.264,-0.482,-0.020,40.942,0.000,-0.397,-0.131,-0.005,-0.091, 1.694, 0.203, 0.093, 0.209,-0.133,-0.399, 0.420,-0.487,-0.111,42.636, 0.070,-0.306, 0.628, 0.096, 0.022, 0.000;
65.369,3.886,-6.200,-1.722,-0.592,-0.484,-0.025,40.943,-0.194,-0.388,0.128,-0.002,-0.090, 1.700, 0.320,-0.022, 0.326,-0.248,-0.284, 0.303,-0.487,-0.115,42.643, 0.072,-0.306, 0.628, 0.096, 0.023, 0.000;
65.391,4.055,-7.984,-1.696,-2.233,-0.484,-0.027,40.956,0.000,-0.101,0.581,-0.001,-0.095, 1.701, 0.100,-0.243, 0.098,-0.024,-0.062, 0.531,-0.485,-0.122,42.657, 0.076,-0.305, 0.628, 0.096, 0.024, 0.000;
65.404,7.176,-7.675,1.664,-2.163,-0.487,-0.031,40.958,-0.178,-0.356,0.134, 0.003,-0.094, 1.707, 0.230,-0.116, 0.227,-0.151,-0.188, 0.402,-0.484,-0.125,42.665, 0.079,-0.304, 0.628, 0.096, 0.025, 0.000;
65.407,5.332,-8.077,-0.336,-2.409,-0.489,-0.033,40.958,-0.813,-0.813,0.000, 0.005,-0.093, 1.709, 0.203,-0.143, 0.255,-0.123,-0.160, 0.373,-0.484,-0.126,42.667, 0.079,-0.304, 0.628, 0.095, 0.025, 0.000;
65.429,5.621,-8.097,-0.083,-2.393,-0.489,-0.038,40.958,0.000,-0.203,0.000, 0.007,-0.095, 1.723,-0.013, 0.081, 0.482, 0.097,-0.384, 0.146,-0.482,-0.133,42.681, 0.084,-0.303, 0.628, 0.095, 0.026, 0.000;
65.432,5.398,-5.210,-0.591,0.778,-0.489,-0.040,40.972,0.000,-0.641,4.155, 0.007,-0.094, 1.711, 0.022, 0.045, 0.446, 0.062,-0.348, 0.182,-0.482,-0.134,42.683, 0.084,-0.303, 0.628, 0.095, 0.026, 0.000;
65.443,5.418,-5.619,-0.494,0.292,-0.491,-0.042,40.987,-0.199,-0.199,1.289, 0.010,-0.095, 1.703, 0.137,-0.068, 0.325,-0.051,-0.234, 0.303,-0.481,-0.137,42.690, 0.086,-0.302, 0.628, 0.095, 0.027, 0.000;
65.455,5.525,-7.299,-0.235,-1.539,-0.491,-0.047,40.987,0.000,-0.389,0.000, 0.011,-0.094, 1.710, 0.024, 0.048, 0.206, 0.064,-0.349, 0.423,-0.480,-0.141,42.697, 0.089,-0.301, 0.628, 0.095, 0.028, 0.000;
65.477,5.198,-5.598,-0.458,0.058,-0.493,-0.049,41.003,-0.099,-0.099,0.739, 0.016,-0.099, 1.708, 0.258,-0.179,-0.037,-0.165,-0.121, 0.665,-0.478,-0.148,42.711, 0.093,-0.300, 0.628, 0.094, 0.029, 0.000;
65.481,5.679,-8.949,0.288,-3.558,-0.493,-0.051,41.015,0.000,-0.620,3.316, 0.016,-0.097, 1.698, 0.222,-0.143,-0.073,-0.128,-0.157, 0.702,-0.477,-0.149,42.714, 0.093,-0.300, 0.628, 0.094, 0.029, 0.000;
65.492,5.503,-8.387,0.182,-3.066,-0.493,-0.056,41.015,0.000,-0.412,0.000, 0.017,-0.096, 1.705, 0.114,-0.032,-0.182,-0.018,-0.267, 0.811,-0.476,-0.152,42.720, 0.096,-0.299, 0.628, 0.094, 0.030, 0.000;
65.514,5.156,-6.773,-0.071,-1.546,-0.493,-0.058,41.030,0.000,-0.102,0.651, 0.019,-0.101, 1.705, 0.336,-0.250,-0.406,-0.236,-0.048, 1.034,-0.474,-0.159,42.734, 0.100,-0.298, 0.628, 0.094, 0.031, 0.000;
65.517,5.716,-9.918,0.727,-4.929,-0.496,-0.060,41.032,-0.684,-0.684,0.843, 0.022,-0.099, 1.704, 0.369,-0.217,-0.371,-0.269,-0.081, 0.999,-0.474,-0.160,42.736, 0.100,-0.298, 0.628, 0.094, 0.031, 0.000;
65.538,5.270,-10.049,0.246,-5.025,-0.496,-0.062,41.047,0.000,-0.105,0.673, 0.024,-0.103, 1.703, 0.160,-0.001,-0.154,-0.055,-0.296, 0.783,-0.472,-0.166,42.750, 0.104,-0.296, 0.628, 0.093, 0.033, 0.000;
65.550,4.880,-7.340,-0.371,-2.090,-0.496,-0.065,41.061,0.000,-0.193,1.233, 0.025,-0.105, 1.696, 0.045,-0.118,-0.037, 0.061,-0.178, 0.665,-0.470,-0.169,42.757, 0.106,-0.296, 0.628, 0.093, 0.033, 0.000;
65.562,6.625,-7.067,1.272,-1.714,-0.496,-0.067,41.075,0.000,-0.178,1.130, 0.026,-0.106, 1.690, 0.174, 0.008,-0.164,-0.065,-0.303, 0.793,-0.469,-0.173,42.765, 0.109,-0.295, 0.628, 0.093, 0.034, 0.000;
65.575,4.824,-7.500,-0.374,-2.302,-0.496,-0.071,41.079,0.000,-0.361,0.277, 0.028,-0.105, 1.694, 0.052, 0.133,-0.038, 0.059,-0.427, 0.667,-0.468,-0.177,42.773, 0.111,-0.294, 0.628, 0.092, 0.035, 0.000;
65.587,4.447,-5.871,-0.898,-0.526,-0.496,-0.074,41.093,0.000,-0.184,1.173, 0.029,-0.107, 1.687, 0.176, 0.011,-0.162,-0.063,-0.304, 0.790,-0.466,-0.180,42.780, 0.113,-0.293, 0.628, 0.092, 0.036, 0.000;
65.600,4.866,-7.560,-0.327,-2.367,-0.493,-0.076,41.103,0.175,-0.175,0.813, 0.028,-0.108, 1.685, 0.049,-0.116,-0.290, 0.067,-0.176, 0.919,-0.465,-0.184,42.788, 0.116,-0.292, 0.628, 0.092, 0.036, 0.000;
65.603,6.695,-6.946,1.646,-1.897,-0.493,-0.078,41.121,0.000,-0.574,4.591, 0.029,-0.107, 1.670, 0.089,-0.077,-0.330, 0.027,-0.215, 0.959,-0.464,-0.185,42.791, 0.116,-0.292, 0.628, 0.092, 0.037, 0.000;
65.614,6.058,-7.054,1.100,-2.096,-0.493,-0.080,41.121,0.000,-0.220,0.000, 0.030,-0.108, 1.676, 0.193, 0.026,-0.433,-0.074,-0.317, 1.061,-0.463,-0.188,42.797, 0.118,-0.291, 0.628, 0.091, 0.037, 0.000;
65.636,4.672,-7.452,-0.198,-2.582,-0.493,-0.083,41.135,0.000,-0.102,0.634, 0.033,-0.112, 1.676,-0.024,-0.194,-0.656, 0.146,-0.096, 1.284,-0.461,-0.194,42.811, 0.122,-0.289, 0.628, 0.091, 0.038, 0.000;
65.647,7.719,-6.536,3.086,-1.903,-0.493,-0.085,41.153,0.000,-0.189,1.545, 0.034,-0.113, 1.665, 0.098,-0.074,-0.534, 0.027,-0.214, 1.162,-0.459,-0.198,42.818, 0.124,-0.289, 0.628, 0.091, 0.039, 0.000;
65.660,6.217,-7.154,1.489,-2.426,-0.493,-0.087,41.167,0.000,-0.173,1.074, 0.036,-0.114, 1.659,-0.029,-0.203,-0.403, 0.156,-0.085, 1.031,-0.458,-0.202,42.826, 0.127,-0.288, 0.628, 0.090, 0.040, 0.000;
65.672,8.032,-6.731,3.183,-1.882,-0.491,-0.089,41.167,0.188,-0.188,0.000, 0.035,-0.116, 1.667,-0.146,-0.082,-0.277, 0.275,-0.204, 0.905,-0.456,-0.205,42.834, 0.129,-0.287, 0.628, 0.090, 0.040, 0.000;
65.684,7.639,-5.140,2.633,-0.135,-0.491,-0.092,41.181,0.000,-0.182,1.118, 0.037,-0.117, 1.661,-0.019,-0.205,-0.151, 0.150,-0.081, 0.779,-0.454,-0.208,42.842, 0.131,-0.286, 0.628, 0.090, 0.041, 0.000;
65.697,8.361,-6.859,3.241,-1.739,-0.491,-0.094,41.199,0.000,-0.183,1.534, 0.038,-0.118, 1.650, 0.105,-0.081,-0.276, 0.028,-0.204, 0.904,-0.453,-0.212,42.849, 0.133,-0.285, 0.628, 0.089, 0.042, 0.000;
65.709,6.617,-7.508,1.664,-2.555,-0.489,-0.098,41.194,0.182,-0.363,-0.412, 0.038,-0.117, 1.663,-0.017, 0.043,-0.146, 0.152,-0.327, 0.775,-0.451,-0.215,42.857, 0.135,-0.284, 0.628, 0.089, 0.043, 0.000;
65.713,6.114,-5.848,0.984,-0.718,-0.489,-0.100,41.213,0.000,-0.555,4.644, 0.038,-0.116, 1.646, 0.024, 0.003,-0.187, 0.112,-0.286, 0.815,-0.451,-0.217,42.859, 0.136,-0.283, 0.628, 0.089, 0.043, 0.000;
65.724,6.239,-6.329,1.203,-1.293,-0.489,-0.103,41.218,0.000,-0.203,0.488, 0.040,-0.117, 1.648, 0.137, 0.114,-0.298, 0.001,-0.396, 0.927,-0.449,-0.220,42.866, 0.138,-0.282, 0.628, 0.089, 0.043, 0.000;
65.746,4.747,-6.928,-0.176,-2.005,-0.487,-0.105,41.227,0.103,-0.103,0.373, 0.040,-0.121, 1.653,-0.079,-0.103,-0.080, 0.221,-0.177, 0.708,-0.446,-0.226,42.880, 0.142,-0.280, 0.628, 0.088, 0.045, 0.000;
65.758,7.942,-5.889,2.770,-0.717,-0.487,-0.107,41.246,0.000,-0.180,1.532, 0.042,-0.122, 1.642, 0.050,-0.226,-0.205, 0.094,-0.053, 0.833,-0.444,-0.229,42.888, 0.144,-0.279, 0.628, 0.088, 0.045, 0.000;
65.771,8.521,-7.606,3.517,-2.602,-0.484,-0.112,41.240,0.179,-0.358,-0.455, 0.042,-0.121, 1.656,-0.072,-0.099,-0.072, 0.219,-0.180, 0.701,-0.443,-0.233,42.896, 0.146,-0.278, 0.628, 0.087, 0.046, 0.000;
65.774,7.915,-5.929,2.728,-0.742,-0.484,-0.114,41.259,0.000,-0.749,6.375, 0.042,-0.120, 1.639,-0.042,-0.128,-0.102, 0.188,-0.150, 0.731,-0.442,-0.234,42.898, 0.147,-0.278, 0.628, 0.087, 0.046, 0.000;
65.785,7.998,-6.246,2.897,-1.144,-0.484,-0.118,41.265,0.000,-0.400,0.535, 0.044,-0.118, 1.640, 0.073,-0.014,-0.216, 0.076,-0.263, 0.844,-0.440,-0.237,42.905, 0.149,-0.277, 0.628, 0.087, 0.047, 0.000;
65.806,6.400,-6.878,1.416,-1.894,-0.482,-0.121,41.272,0.103,-0.103,0.333, 0.045,-0.122, 1.646,-0.141,-0.229, 0.001, 0.294,-0.046, 0.628,-0.437,-0.243,42.918, 0.152,-0.275, 0.628, 0.086, 0.048, 0.000;
65.819,9.469,-5.782,4.235,-0.548,-0.482,-0.125,41.278,0.000,-0.357,0.488, 0.047,-0.121, 1.648,-0.010,-0.101, 0.131, 0.165,-0.172, 0.497,-0.435,-0.246,42.926, 0.155,-0.273, 0.628, 0.086, 0.049, 0.000;
65.831,7.779,-6.749,2.401,-1.372,-0.480,-0.129,41.272,0.178,-0.356,-0.488, 0.047,-0.120, 1.662, 0.117, 0.026, 0.266, 0.040,-0.299, 0.362,-0.433,-0.249,42.934, 0.157,-0.272, 0.628, 0.086, 0.049, 0.000;
65.844,6.213,-7.556,0.648,-1.991,-0.480,-0.134,41.278,0.000,-0.364,0.498, 0.049,-0.119, 1.663, 0.242,-0.095, 0.393,-0.083,-0.176, 0.235,-0.431,-0.253,42.942, 0.159,-0.271, 0.628, 0.085, 0.050, 0.000;
65.856,6.973,-9.263,1.268,-3.558,-0.478,-0.136,41.285,0.183,-0.183,0.567, 0.048,-0.120, 1.664, 0.121,-0.216, 0.516, 0.040,-0.054, 0.113,-0.429,-0.256,42.949, 0.161,-0.270, 0.628, 0.085, 0.051, 0.000;
65.868,8.680,-8.549,2.843,-2.712,-0.478,-0.141,41.291,0.000,-0.375,0.524, 0.050,-0.119, 1.665, 0.243,-0.094, 0.394,-0.080,-0.175, 0.234,-0.427,-0.259,42.957, 0.163,-0.269, 0.628, 0.084, 0.051, 0.000;
65.880,6.844,-9.379,1.132,-3.666,-0.475,-0.147,41.272,0.179,-0.537,-1.544, 0.050,-0.115, 1.692, 0.118, 0.034, 0.529, 0.047,-0.302, 0.099,-0.425,-0.263,42.965, 0.165,-0.267, 0.628, 0.084, 0.052, 0.000;
65.883,6.142,-7.749,0.201,-1.807,-0.475,-0.150,41.291,0.000,-0.708,6.109, 0.050,-0.114, 1.675, 0.150, 0.003, 0.497, 0.015,-0.270, 0.131,-0.425,-0.264,42.967, 0.166,-0.267, 0.628, 0.084, 0.052, 0.000;
65.906,6.226,-8.116,0.373,-2.263,-0.473,-0.154,41.291,0.101,-0.202,0.000, 0.052,-0.115, 1.689,-0.069, 0.228, 0.273, 0.238,-0.493, 0.355,-0.421,-0.269,42.980, 0.169,-0.265, 0.628, 0.083, 0.053, 0.000;
65.908,4.710,-5.292,-0.949,0.367,-0.473,-0.161,41.278,0.000,-2.537,-4.982, 0.052,-0.109, 1.704,-0.041, 0.202, 0.301, 0.211,-0.466, 0.327,-0.421,-0.270,42.982, 0.170,-0.264, 0.628, 0.083, 0.053, 0.000;
65.919,4.656,-5.612,-1.080,0.124,-0.471,-0.165,41.278,0.201,-0.403,0.000, 0.052,-0.108, 1.711, 0.073, 0.092, 0.420, 0.099,-0.355, 0.208,-0.419,-0.273,42.989, 0.172,-0.263, 0.628, 0.083, 0.054, 0.000;
65.941,5.378,-7.075,-0.506,-1.190,-0.471,-0.170,41.291,0.000,-0.202,0.596, 0.056,-0.109, 1.712, 0.298, 0.316, 0.642,-0.122,-0.577,-0.014,-0.415,-0.279,43.003, 0.175,-0.261, 0.628, 0.082, 0.055, 0.000;
65.954,2.616,-8.766,-3.506,-2.644,-0.469,-0.174,41.291,0.180,-0.359,0.000, 0.056,-0.108, 1.719, 0.174, 0.189, 0.767, 0.003,-0.448,-0.139,-0.413,-0.282,43.011, 0.177,-0.259, 0.628, 0.081, 0.056, 0.000;
65.957,4.263,-8.066,-2.016,-1.787,-0.466,-0.179,41.291,0.685,-1.369,0.000, 0.054,-0.104, 1.721, 0.142, 0.156, 0.735, 0.036,-0.415,-0.106,-0.412,-0.283,43.013, 0.178,-0.259, 0.628, 0.081, 0.056, 0.000;
65.968,4.540,-7.733,-1.711,-1.482,-0.466,-0.183,41.291,0.000,-0.399,0.000, 0.056,-0.103, 1.728, 0.031, 0.271, 0.622, 0.148,-0.528, 0.006,-0.410,-0.286,43.020, 0.180,-0.258, 0.628, 0.081, 0.056, 0.000;
65.990,3.675,-6.313,-2.479,-0.159,-0.464,-0.187,41.291,0.102,-0.203,0.000, 0.058,-0.104, 1.742,-0.185, 0.052, 0.402, 0.368,-0.307, 0.226,-0.406,-0.291,43.034, 0.183,-0.255, 0.628, 0.080, 0.058, 0.000;
66.003,6.432,-4.924,0.467,1.041,-0.462,-0.192,41.304,0.179,-0.358,1.041, 0.058,-0.103, 1.737,-0.056,-0.072, 0.272, 0.241,-0.182, 0.356,-0.404,-0.295,43.041, 0.185,-0.254, 0.628, 0.080, 0.058, 0.000;
66.015,7.098,-6.434,1.287,-0.623,-0.462,-0.196,41.311,0.000,-0.372,0.545, 0.060,-0.101, 1.738, 0.067, 0.050, 0.148, 0.120,-0.303, 0.480,-0.402,-0.298,43.049, 0.187,-0.252, 0.628, 0.079, 0.059, 0.000;
66.027,5.325,-7.270,-0.357,-1.587,-0.460,-0.203,41.298,0.184,-0.552,-1.082, 0.060,-0.098, 1.759,-0.053, 0.174, 0.277, 0.242,-0.425, 0.352,-0.400,-0.301,43.057, 0.189,-0.251, 0.628, 0.079, 0.059, 0.000;
66.039,4.467,-5.782,-1.418,0.103,-0.458,-0.208,41.291,0.186,-0.372,-0.534, 0.060,-0.096, 1.773, 0.069, 0.055, 0.406, 0.122,-0.304, 0.222,-0.397,-0.304,43.064, 0.191,-0.250, 0.628, 0.078, 0.060, 0.000;
66.051,5.284,-7.388,-0.782,-1.321,-0.455,-0.212,41.304,0.185,-0.369,1.074, 0.060,-0.095, 1.767,-0.051, 0.178, 0.528, 0.243,-0.426, 0.100,-0.395,-0.307,43.072, 0.193,-0.248, 0.628, 0.078, 0.061, 0.000;
66.063,4.482,-5.887,-1.696,0.292,-0.453,-0.217,41.304,0.184,-0.369,0.000, 0.061,-0.093, 1.775, 0.073, 0.058, 0.650, 0.121,-0.304,-0.022,-0.393,-0.310,43.079, 0.195,-0.247, 0.628, 0.077, 0.061, 0.000;
66.076,5.254,-7.515,-1.078,-1.183,-0.451,-0.221,41.304,0.177,-0.354,0.000, 0.061,-0.092, 1.783,-0.052, 0.186, 0.776, 0.248,-0.431,-0.148,-0.390,-0.313,43.087, 0.197,-0.245, 0.628, 0.077, 0.062, 0.000;
66.087,4.462,-5.973,-2.029,0.518,-0.451,-0.225,41.311,0.000,-0.380,0.556, 0.063,-0.090, 1.784, 0.069, 0.069, 0.655, 0.129,-0.313,-0.027,-0.388,-0.316,43.095, 0.198,-0.244, 0.628, 0.077, 0.062, 0.000;
66.099,5.043,-7.510,-1.322,-1.145,-0.449,-0.230,41.311,0.184,-0.369,0.000, 0.063,-0.089, 1.791,-0.050, 0.193, 0.532, 0.251,-0.435, 0.096,-0.385,-0.319,43.102, 0.200,-0.242, 0.628, 0.076, 0.063, 0.000;
66.111,4.062,-5.927,-2.197,0.332,-0.444,-0.237,41.291,0.373,-0.559,-1.631, 0.061,-0.085, 1.818,-0.169, 0.314, 0.661, 0.371,-0.555,-0.033,-0.383,-0.321,43.110, 0.202,-0.241, 0.628, 0.076, 0.063, 0.000;
66.124,3.310,-4.368,-3.172,2.113,-0.442,-0.239,41.317,0.178,-0.178,2.056, 0.062,-0.086, 1.801,-0.040, 0.188, 0.528, 0.244,-0.427, 0.100,-0.380,-0.324,43.118, 0.204,-0.239, 0.628, 0.075, 0.064, 0.000;
66.136,4.022,-5.928,-2.263,0.356,-0.440,-0.246,41.304,0.187,-0.560,-1.071, 0.062,-0.082, 1.821,-0.158, 0.310, 0.651, 0.363,-0.547,-0.022,-0.378,-0.327,43.125, 0.206,-0.237, 0.628, 0.075, 0.065, 0.000;
66.141,3.189,-4.464,-3.289,2.014,-0.437,-0.248,41.324,0.452,-0.452,3.942, 0.061,-0.081, 1.804,-0.107, 0.260, 0.598, 0.314,-0.497, 0.030,-0.377,-0.328,43.128, 0.206,-0.237, 0.628, 0.074, 0.065, 0.000;
66.152,3.434,-4.981,-2.936,1.390,-0.435,-0.252,41.324,0.203,-0.407,0.000, 0.061,-0.079, 1.811,-0.216, 0.152, 0.482, 0.424,-0.387, 0.146,-0.375,-0.331,43.135, 0.208,-0.235, 0.628, 0.074, 0.065, 0.000;
66.174,4.689,-4.170,-1.581,2.100,-0.433,-0.257,41.337,0.103,-0.206,0.588, 0.063,-0.079, 1.812, 0.007, 0.372, 0.248, 0.204,-0.604, 0.381,-0.370,-0.336,43.149, 0.211,-0.233, 0.628, 0.073, 0.066, 0.000;
66.186,1.810,-5.675,-4.214,0.349,-0.431,-0.261,41.344,0.175,-0.350,0.545, 0.063,-0.078, 1.813, 0.137, 0.242, 0.116, 0.077,-0.473, 0.512,-0.367,-0.339,43.157, 0.213,-0.231, 0.628, 0.073, 0.067, 0.000;
66.198,2.563,-7.227,-3.325,-1.340,-0.429,-0.266,41.344,0.190,-0.381,0.000, 0.064,-0.076, 1.821, 0.020, 0.126, 0.234, 0.194,-0.355, 0.394,-0.365,-0.342,43.164, 0.215,-0.229, 0.628, 0.072, 0.067, 0.000;
66.210,3.991,-6.499,-2.046,-0.462,-0.424,-0.270,41.337,0.375,-0.375,-0.584, 0.062,-0.074, 1.835,-0.098, 0.247, 0.360, 0.314,-0.475, 0.269,-0.362,-0.345,43.172, 0.216,-0.228, 0.628, 0.072, 0.068, 0.000;
66.222,3.212,-4.997,-3.003,1.218,-0.422,-0.275,41.344,0.184,-0.368,0.573, 0.062,-0.073, 1.836, 0.027, 0.126, 0.483, 0.192,-0.352, 0.146,-0.360,-0.347,43.179, 0.218,-0.226, 0.628, 0.071, 0.069, 0.000;
66.234,4.022,-6.601,-2.326,-0.253,-0.420,-0.279,41.344,0.183,-0.365,0.000, 0.063,-0.071, 1.843,-0.094, 0.251, 0.607, 0.314,-0.475, 0.022,-0.357,-0.350,43.187, 0.220,-0.224, 0.628, 0.070, 0.069, 0.000;
66.246,3.219,-5.156,-3.285,1.347,-0.417,-0.281,41.376,0.182,-0.182,2.659, 0.063,-0.072, 1.819, 0.031, 0.128, 0.468, 0.191,-0.351, 0.160,-0.354,-0.353,43.195, 0.222,-0.223, 0.628, 0.070, 0.070, 0.000;
66.259,3.984,-6.605,-2.294,-0.327,-0.413,-0.286,41.369,0.369,-0.369,-0.607, 0.061,-0.070, 1.834,-0.090, 0.251, 0.341, 0.313,-0.472, 0.287,-0.352,-0.355,43.202, 0.223,-0.221, 0.628, 0.069, 0.070, 0.000;
66.270,3.032,-4.974,-3.159,1.217,-0.411,-0.288,41.389,0.188,-0.188,1.670, 0.062,-0.070, 1.821, 0.031, 0.133, 0.212, 0.194,-0.352, 0.417,-0.349,-0.358,43.210, 0.225,-0.219, 0.628, 0.069, 0.071, 0.000;
66.283,3.830,-6.377,-2.184,-0.362,-0.408,-0.292,41.389,0.180,-0.361,0.000, 0.062,-0.068, 1.829,-0.091, 0.259, 0.082, 0.318,-0.476, 0.546,-0.346,-0.361,43.218, 0.227,-0.218, 0.628, 0.068, 0.071, 0.000;
66.296,2.786,-4.829,-3.116,1.073,-0.406,-0.295,41.409,0.176,-0.176,1.572, 0.063,-0.069, 1.817, 0.039, 0.131,-0.054, 0.190,-0.347, 0.683,-0.343,-0.364,43.226, 0.228,-0.216, 0.628, 0.068, 0.072, 0.000;
66.308,3.710,-6.319,-2.009,-0.601,-0.404,-0.299,41.416,0.183,-0.365,0.648, 0.064,-0.067, 1.817,-0.082, 0.256,-0.182, 0.312,-0.469, 0.810,-0.340,-0.366,43.233, 0.230,-0.214, 0.628, 0.067, 0.072, 0.000;
66.311,2.610,-4.807,-2.973,0.776,-0.402,-0.301,41.429,0.748,-0.748,4.104, 0.062,-0.065, 1.806,-0.052, 0.226,-0.213, 0.282,-0.439, 0.841,-0.340,-0.367,43.235, 0.230,-0.214, 0.628, 0.067, 0.072, 0.000;
66.332,2.804,-5.053,-2.714,0.464,-0.400,-0.304,41.449,0.103,-0.103,0.936, 0.065,-0.068, 1.800,-0.266, 0.010,-0.452, 0.500,-0.220, 1.081,-0.335,-0.371,43.249, 0.233,-0.210, 0.628, 0.066, 0.073, 0.000;
66.345,5.266,-3.304,0.024,1.938,-0.397,-0.308,41.449,0.175,-0.350,0.000, 0.066,-0.066, 1.808,-0.134, 0.140,-0.319, 0.369,-0.348, 0.947,-0.332,-0.374,43.257, 0.235,-0.208, 0.628, 0.065, 0.074, 0.000;
66.348,3.780,-4.472,-1.628,0.937,-0.395,-0.310,41.470,0.728,-0.728,6.679, 0.064,-0.064, 1.789,-0.102, 0.109,-0.350, 0.338,-0.317, 0.978,-0.331,-0.375,43.259, 0.235,-0.208, 0.628, 0.065, 0.074, 0.000;
66.360,3.972,-4.684,-1.345,0.634,-0.393,-0.312,41.490,0.185,-0.185,1.708, 0.065,-0.065, 1.776, 0.020, 0.232,-0.480, 0.217,-0.438, 1.109,-0.328,-0.377,43.266, 0.237,-0.206, 0.628, 0.065, 0.074, 0.000;
66.372,2.535,-5.676,-2.603,-0.538,-0.391,-0.315,41.502,0.197,-0.197,1.027, 0.065,-0.065, 1.772, 0.135, 0.119,-0.599, 0.103,-0.323, 1.227,-0.326,-0.380,43.273, 0.238,-0.205, 0.628, 0.064, 0.075, 0.000;
66.394,3.491,-6.910,-1.507,-1.912,-0.388,-0.317,41.511,0.101,-0.101,0.411, 0.068,-0.067, 1.776,-0.084,-0.099,-0.820, 0.325,-0.102, 1.449,-0.320,-0.384,43.287, 0.241,-0.201, 0.628, 0.063, 0.076, 0.000;
66.406,5.930,-4.958,1.152,-0.179,-0.386,-0.319,41.522,0.180,-0.180,0.929, 0.069,-0.067, 1.773, 0.044,-0.221,-0.688, 0.199, 0.022, 1.316,-0.317,-0.386,43.295, 0.243,-0.199, 0.628, 0.063, 0.076, 0.000;
66.419,7.139,-6.414,2.232,-1.507,-0.382,-0.321,41.534,0.354,-0.177,0.895, 0.068,-0.068, 1.769,-0.082,-0.092,-0.553, 0.326,-0.106, 1.182,-0.314,-0.389,43.303, 0.244,-0.197, 0.628, 0.062, 0.077, 0.000;
66.430,6.112,-4.931,1.074,0.108,-0.382,-0.321,41.564,0.000,0.000,2.603, 0.070,-0.070, 1.746, 0.038,-0.207,-0.671, 0.208, 0.011, 1.300,-0.311,-0.391,43.310, 0.246,-0.196, 0.628, 0.061, 0.077, 0.000;
66.442,7.226,-6.181,2.385,-1.340,-0.379,-0.324,41.575,0.188,-0.188,0.919, 0.071,-0.070, 1.743,-0.080,-0.085,-0.552, 0.327,-0.109, 1.180,-0.308,-0.394,43.318, 0.247,-0.194, 0.628, 0.061, 0.078, 0.000;
